# The 1,316 of the catalogue's 1,535 species that are present in the
# Kraken 2 index used for the coverage-matched comparison. The other 219
# are GCF accessions whose FASTAs were not available locally when the
# index was built, so reads from them cannot be classified and are
# excluded from read-accuracy comparisons against Kraken 2.
#
# Keyed by species_name, which is pool-independent: the same list masks
# either 100K pool. species_class here is the catalogue index and is NOT
# the same numbering as a pool's species_class column -- join on the name.
species_name	species_class	genus_name
UMGS29	1049	Butyricimonas
UMGS290	1050	Collinsella
UMGS291	1051	Collinsella
UMGS292	1052	Collinsella
UMGS293	1053	Collinsella
UMGS294	1054	Collinsella
UMGS295	1055	Collinsella
UMGS296	1056	Collinsella
UMGS297	1057	Collinsella
UMGS298	1058	Collinsella
UMGS299	1059	Collinsella
UMGS3	1060	Acidaminococcus
UMGS300	1061	Collinsella
UMGS301	1062	Collinsella
UMGS302	1063	Collinsella
UMGS303	1064	Collinsella
UMGS304	1065	Olsenella
UMGS305	1066	Collinsella
UMGS306	1067	Collinsella
UMGS307	1068	Collinsella
UMGS308	1069	Collinsella
UMGS309	1070	Collinsella
UMGS31	1071	Desulfovibrio
UMGS310	1072	Collinsella
UMGS311	1073	Collinsella
UMGS312	1074	Collinsella
UMGS313	1075	Collinsella
UMGS314	1076	Collinsella
UMGS315	1077	Collinsella
UMGS316	1078	Collinsella
UMGS317	1079	Collinsella
UMGS318	1080	Collinsella
UMGS319	1081	Collinsella
UMGS320	1082	Collinsella
UMGS321	1083	Collinsella
UMGS322	1084	Collinsella
UMGS323	1085	Collinsella
UMGS324	1086	Collinsella
UMGS325	1087	Collinsella
UMGS326	1088	Collinsella
UMGS327	1089	Collinsella
UMGS328	1090	Bacteroides
UMGS33	1091	Eggerthella
UMGS331	1092	Bacteroides
UMGS332	1093	Parabacteroides
UMGS333	1094	Prevotella
UMGS334	1095	Collinsella
UMGS335	1096	Blautia
UMGS337	1097	Clostridium
UMGS338	1098	Porphyromonas
UMGS339	1099	Solobacterium
UMGS34	1100	Clostridium
UMGS340	1101	Ruminococcus
UMGS341	1102	Clostridium
UMGS343	1103	Anaerococcus
UMGS344	1104	Desulfovibrio
UMGS346	1105	Odoribacter
UMGS347	1106	Acinetobacter
UMGS349	1107	Sutterella
UMGS35	1108	Clostridium
UMGS351	1109	Butyricicoccus
UMGS353	1110	Clostridium
UMGS355	1111	Bacteroides
UMGS356	1112	Fusobacterium
UMGS358	1113	Collinsella
UMGS359	1114	Dialister
UMGS36	1115	Blautia
UMGS362	1116	Ruminococcus
UMGS363	1117	Ruminococcus
UMGS367	1118	Solobacterium
UMGS368	1119	Alistipes
UMGS369	1120	Succiniclasticum
UMGS37	1121	Lachnospira
UMGS370	1122	Dialister
UMGS372	1123	Alistipes
UMGS373	1124	Prevotella
UMGS375	1125	Collinsella
UMGS376	1126	Collinsella
UMGS377	1127	Collinsella
UMGS378	1128	Collinsella
UMGS379	1129	Collinsella
UMGS38	1130	Ruminococcus
UMGS380	1131	Olsenella
UMGS381	1132	Collinsella
UMGS382	1133	Collinsella
UMGS383	1134	Collinsella
UMGS384	1135	Collinsella
UMGS385	1136	Collinsella
UMGS386	1137	Collinsella
UMGS387	1138	Collinsella
UMGS388	1139	Collinsella
UMGS389	1140	Collinsella
UMGS39	1141	Eubacterium
UMGS390	1142	Collinsella
UMGS391	1143	Collinsella
UMGS393	1144	Collinsella
UMGS394	1145	Collinsella
UMGS395	1146	Collinsella
UMGS396	1147	Collinsella
UMGS397	1148	Collinsella
UMGS398	1149	Collinsella
UMGS399	1150	Collinsella
UMGS4	1151	Butyrivibrio
UMGS40	1152	Ruminococcus
UMGS402	1153	Actinomyces
UMGS406	1154	Blautia
UMGS407	1155	Parabacteroides
UMGS408	1156	Treponema
UMGS41	1157	Anaeromassilibacillus
UMGS410	1158	Xylanibacter
UMGS411	1159	Phascolarctobacterium
UMGS412	1160	Blautia
UMGS414	1161	Collinsella
UMGS417	1162	Eggerthella
UMGS418	1163	Azospirillum
UMGS419	1164	Treponema
UMGS42	1165	Lachnospira
UMGS420	1166	Clostridium
UMGS421	1167	Blautia
UMGS422	1168	Bacteroides
UMGS425	1169	Collinsella
UMGS426	1170	Oscillibacter
UMGS427	1171	Collinsella
UMGS428	1172	Collinsella
UMGS429	1173	Collinsella
UMGS43	1174	Coprococcus
UMGS430	1175	Collinsella
UMGS431	1176	Eggerthella
UMGS433	1177	Dialister
UMGS437	1178	Sneathia
UMGS438	1179	Clostridium
UMGS439	1180	Sutterella
UMGS44	1181	Peptoniphilus
UMGS441	1182	Collinsella
UMGS442	1183	Collinsella
UMGS443	1184	Collinsella
UMGS445	1185	Collinsella
UMGS446	1186	Collinsella
UMGS447	1187	Collinsella
UMGS448	1188	Collinsella
UMGS449	1189	Collinsella
UMGS45	1190	Peptoniphilus
UMGS450	1191	Collinsella
UMGS453	1192	Clostridium
UMGS456	1193	Ruminococcus
UMGS457	1194	Acidaminococcus
UMGS458	1195	Eubacterium
UMGS463	1196	Faecalibacterium
UMGS465	1197	Alistipes
UMGS466	1198	Collinsella
UMGS467	1199	Collinsella
UMGS468	1200	Eggerthella
UMGS47	1201	Pantoea
UMGS470	1202	Phascolarctobacterium
UMGS472	1203	Roseburia
UMGS475	1204	Subdoligranulum
UMGS476	1205	Prevotella
UMGS478	1206	Fusobacterium
UMGS479	1207	Adlercreutzia
UMGS480	1208	Alistipes
UMGS481	1209	Collinsella
UMGS485	1210	Collinsella
UMGS487	1211	Collinsella
UMGS488	1212	Dorea
UMGS490	1213	Prevotella
UMGS492	1214	Actinomyces
UMGS493	1215	Prevotella
UMGS495	1216	Pelosinus
UMGS498	1217	Collinsella
UMGS499	1218	Prevotella
UMGS50	1219	Alistipes
UMGS500	1220	Sutterella
UMGS503	1221	Solobacterium
UMGS504	1222	Gemmiger
UMGS505	1223	Ruminococcus
UMGS506	1224	Collinsella
UMGS508	1225	Eubacterium
UMGS51	1226	Collinsella
UMGS510	1227	Collinsella
UMGS511	1228	Collinsella
UMGS512	1229	Collinsella
UMGS513	1230	Collinsella
UMGS514	1231	Collinsella
UMGS515	1232	Collinsella
UMGS516	1233	Collinsella
UMGS517	1234	Collinsella
UMGS518	1235	Collinsella
UMGS519	1236	Collinsella
UMGS52	1237	Clostridium
UMGS520	1238	Actinomyces
UMGS523	1239	Bacteroides
UMGS524	1240	Solobacterium
UMGS525	1241	Streptococcus
UMGS526	1242	Ruminococcus
UMGS53	1243	Clostridium
UMGS533	1244	Ruminococcus
UMGS536	1245	Ruminococcus
UMGS539	1246	Fusobacterium
UMGS54	1247	Pantoea
UMGS540	1248	Bacteroides
UMGS541	1249	Prevotella
UMGS542	1250	Clostridium
UMGS543	1251	Dialister
UMGS545	1252	Collinsella
UMGS547	1253	Porphyromonas
UMGS548	1254	Fusobacterium
UMGS55	1255	Clostridium
UMGS552	1256	Bacteroides
UMGS556	1257	Ruminococcus
UMGS558	1258	Clostridium
UMGS559	1259	Alistipes
UMGS56	1260	Corynebacterium
UMGS561	1261	Sporolactobacillus
UMGS562	1262	Eubacterium
UMGS564	1263	Lachnoclostridium
UMGS566	1264	Dorea
UMGS567	1265	Desulfovibrio
UMGS569	1266	Prevotella
UMGS570	1267	Lachnobacterium
UMGS571	1268	Dialister
UMGS572	1269	Sanguibacteroides
UMGS573	1270	Roseburia
UMGS574	1271	Eubacterium
UMGS578	1272	Clostridium
UMGS579	1273	Alistipes
UMGS580	1274	Prevotella
UMGS582	1275	Collinsella
UMGS585	1276	Collinsella
UMGS586	1277	Collinsella
UMGS587	1278	Collinsella
UMGS588	1279	Collinsella
UMGS589	1280	Collinsella
UMGS59	1281	Eubacterium
UMGS590	1282	Collinsella
UMGS593	1283	Clostridium
UMGS594	1284	Anaerococcus
UMGS595	1285	Collinsella
UMGS6	1286	Collinsella
UMGS600	1287	Clostridium
UMGS602	1288	Fusobacterium
UMGS603	1289	Bifidobacterium
UMGS604	1290	Blautia
UMGS605	1291	Ruminococcus
UMGS607	1292	Flavobacterium
UMGS61	1293	Dialister
UMGS613	1294	Sutterella
UMGS615	1295	Clostridium
UMGS616	1296	Collinsella
UMGS617	1297	Prevotella
UMGS62	1298	Peptoniphilus
UMGS620	1299	Clostridium
UMGS622	1300	Bacteroides
UMGS623	1301	Collinsella
UMGS624	1302	Bacteroides
UMGS626	1303	Prevotella
UMGS627	1304	Veillonella
UMGS628	1305	Odoribacter
UMGS63	1306	Azospirillum
UMGS630	1307	Bacteroides
UMGS631	1308	Eubacterium
UMGS632	1309	Clostridium
UMGS633	1310	Collinsella
UMGS634	1311	Olsenella
UMGS638	1312	Oscillibacter
UMGS639	1313	Collinsella
UMGS640	1314	Collinsella
UMGS641	1315	Collinsella
UMGS642	1316	Collinsella
UMGS643	1317	Collinsella
UMGS644	1318	Collinsella
UMGS645	1319	Collinsella
UMGS646	1320	Ruminococcus
UMGS647	1321	Parabacteroides
UMGS648	1322	Alistipes
UMGS649	1323	Collinsella
UMGS65	1324	Azospirillum
UMGS651	1325	Collinsella
UMGS652	1326	Collinsella
UMGS653	1327	Collinsella
UMGS654	1328	Alistipes
UMGS655	1329	Sutterella
UMGS657	1330	Alistipes
UMGS660	1331	Eubacterium
UMGS661	1332	Sutterella
UMGS662	1333	Sutterella
UMGS663	1334	Succiniclasticum
UMGS665	1335	Sutterella
UMGS666	1336	Collinsella
UMGS667	1337	Acidaminococcus
UMGS669	1338	Ruminococcus
UMGS672	1339	Veillonella
UMGS674	1340	Collinsella
UMGS675	1341	Eggerthella
UMGS678	1342	Prevotella
UMGS68	1343	Olsenella
UMGS681	1344	Clostridium
UMGS682	1345	Butyricicoccus
UMGS683	1346	Oscillibacter
UMGS684	1347	Collinsella
UMGS69	1348	Megasphaera
UMGS691	1349	Cloacibacillus
UMGS695	1350	Solobacterium
UMGS698	1351	Bacteroides
UMGS699	1352	Clostridium
UMGS70	1353	Sutterella
UMGS701	1354	Collinsella
UMGS704	1355	Collinsella
UMGS706	1356	Phascolarctobacterium
UMGS709	1357	Oscillibacter
UMGS71	1358	Sutterella
UMGS712	1359	Prevotella
UMGS713	1360	Porphyromonas
UMGS714	1361	Collinsella
UMGS716	1362	Collinsella
UMGS717	1363	Phascolarctobacterium
UMGS718	1364	Sutterella
UMGS719	1365	Collinsella
UMGS720	1366	Collinsella
UMGS721	1367	Collinsella
UMGS722	1368	Collinsella
UMGS723	1369	Collinsella
UMGS724	1370	Collinsella
UMGS725	1371	Clostridium
UMGS727	1372	Collinsella
UMGS728	1373	Oscillibacter
UMGS73	1374	Clostridium
UMGS733	1375	Phascolarctobacterium
UMGS734	1376	Fusobacterium
UMGS737	1377	Oscillibacter
UMGS739	1378	Ruminococcus
UMGS74	1379	Bifidobacterium
UMGS741	1380	Collinsella
UMGS742	1381	Collinsella
UMGS744	1382	Peptostreptococcus
UMGS745	1383	Collinsella
UMGS749	1384	Veillonella
UMGS750	1385	Akkermansia
UMGS751	1386	Collinsella
UMGS753	1387	Collinsella
UMGS757	1388	Sutterella
UMGS758	1389	Eubacterium
UMGS760	1390	Negativicoccus
UMGS761	1391	Ruminococcus
UMGS763	1392	Alistipes
UMGS766	1393	Dialister
UMGS767	1394	Sutterella
UMGS769	1395	Prevotella
UMGS770	1396	Prevotella
UMGS771	1397	Ruminococcus
UMGS774	1398	Rothia
UMGS776	1399	Brachyspira
UMGS779	1400	Collinsella
UMGS78	1401	Roseburia
UMGS780	1402	Prevotella
UMGS781	1403	Desulfovibrio
UMGS783	1404	Collinsella
UMGS784	1405	Collinsella
UMGS786	1406	Clostridium
UMGS787	1407	Collinsella
UMGS788	1408	Collinsella
UMGS789	1409	Collinsella
UMGS79	1410	Clostridium
UMGS790	1411	Collinsella
UMGS791	1412	Phascolarctobacterium
UMGS793	1413	Pseudobutyrivibrio
UMGS795	1414	Subdoligranulum
UMGS796	1415	Prevotella
UMGS797	1416	Clostridium
UMGS799	1417	Dialister
UMGS8	1418	Veillonella
UMGS80	1419	Clostridium
UMGS801	1420	Collinsella
UMGS803	1421	Clostridium
UMGS804	1422	Collinsella
UMGS805	1423	Treponema
UMGS806	1424	Collinsella
UMGS809	1425	Eubacterium
UMGS812	1426	Eubacterium
UMGS813	1427	Cloacibacillus
UMGS816	1428	Barnesiella
UMGS817	1429	Collinsella
UMGS819	1430	Collinsella
UMGS82	1431	Clostridium
UMGS820	1432	Collinsella
UMGS822	1433	Actinomyces
UMGS823	1434	Veillonella
UMGS825	1435	Collinsella
UMGS826	1436	Clostridium
UMGS832	1437	Prevotella
UMGS833	1438	Collinsella
UMGS836	1439	Morganella
UMGS840	1440	Alistipes
UMGS842	1441	Alistipes
UMGS844	1442	Collinsella
UMGS845	1443	Bacteroides
UMGS846	1444	Prevotella
UMGS847	1445	Desulfovibrio
UMGS848	1446	Blautia
UMGS849	1447	Clostridium
UMGS85	1448	Lachnospira
UMGS850	1449	Collinsella
UMGS851	1450	Collinsella
UMGS852	1451	Collinsella
UMGS853	1452	Collinsella
UMGS854	1453	Eggerthella
UMGS857	1454	Alistipes
UMGS864	1455	Solobacterium
UMGS866	1456	Clostridium
UMGS867	1457	Streptococcus
UMGS868	1458	Prevotella
UMGS869	1459	Solobacterium
UMGS871	1460	Bacteroides
UMGS876	1461	Collinsella
UMGS877	1462	Collinsella
UMGS878	1463	Collinsella
UMGS88	1464	Clostridium
UMGS881	1465	Pseudobutyrivibrio
UMGS886	1466	Solobacterium
UMGS888	1467	Collinsella
UMGS889	1468	Prevotella
UMGS89	1469	Roseburia
UMGS891	1470	Eubacterium
UMGS892	1471	Collinsella
UMGS895	1472	Treponema
UMGS896	1473	Lactobacillus
UMGS899	1474	Prevotella
UMGS9	1475	Veillonella
UMGS90	1476	Faecalibacterium
UMGS901	1477	Bacteroides
UMGS903	1478	Prevotella
UMGS904	1479	Lachnobacterium
UMGS906	1480	Oscillibacter
UMGS907	1481	Porphyromonas
UMGS908	1482	Paraprevotella
UMGS909	1483	Collinsella
UMGS91	1484	Ruminococcus
UMGS912	1485	Collinsella
UMGS919	1486	Collinsella
UMGS92	1487	Peptoniphilus
UMGS920	1488	Butyrivibrio
UMGS921	1489	Collinsella
UMGS923	1490	Ruminococcus
UMGS925	1491	Collinsella
UMGS93	1492	Cryptobacterium
UMGS933	1493	Bacteroides
UMGS935	1494	Anaerosporobacter
UMGS937	1495	Prevotella
UMGS938	1496	Collinsella
UMGS939	1497	Anaeromassilibacillus
UMGS94	1498	Collinsella
UMGS941	1499	Sutterella
UMGS943	1500	Collinsella
UMGS944	1501	Clostridium
UMGS945	1502	Clostridium
UMGS950	1503	Prevotella
UMGS954	1504	Prevotella
UMGS955	1505	Collinsella
UMGS956	1506	Actinomyces
UMGS958	1507	Veillonella
UMGS959	1508	Collinsella
UMGS960	1509	Clostridium
UMGS961	1510	Butyricicoccus
UMGS962	1511	Collinsella
UMGS963	1512	Bacteroides
UMGS965	1513	Eubacterium
UMGS967	1514	Blautia
UMGS969	1515	Collinsella
UMGS97	1516	Blautia
UMGS970	1517	Pantoea
UMGS971	1518	Butyricimonas
UMGS972	1519	Collinsella
UMGS978	1520	Prevotella
UMGS980	1521	Bacteroides
UMGS983	1522	Phascolarctobacterium
UMGS984	1523	Parabacteroides
UMGS985	1524	Dorea
UMGS986	1525	Oribacterium
UMGS987	1526	Faecalibacterium
UMGS988	1527	Collinsella
UMGS989	1528	Collinsella
UMGS990	1529	Clostridium
UMGS992	1530	Ruminococcus
UMGS994	1531	Collinsella
UMGS996	1532	Collinsella
UMGS997	1533	Blautia
UMGS998	1534	Desulfovibrio
